SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_INCOME_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OWN_CAR_AGE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100979,0,F,Y,Y,0,61500.0,140400.0,9381.3,Secondary / secondary special,Civil marriage,Working,-16154,-566,18.3,,,0.3058027512911845
100980,0,F,N,N,0,139300.0,431900.0,37599.7,Secondary / secondary special,Married,Pensioner,-12701,365243,,0.7875228585902291,0.6968190646019489,0.36096402613842893
100981,0,M,N,Y,1,207400.0,838800.0,55239.5,Secondary / secondary special,Single / not married,Working,-12084,-3143,,0.7148829517657516,0.9347959835624212,0.22855226801065084
100982,0,M,N,Y,0,163500.0,691700.0,36055.3,Secondary / secondary special,Married,Commercial associate,-20402,-2452,,,0.46451880008573004,
100983,0,M,N,Y,0,176500.0,1007000.0,61484.9,Higher education,Married,Working,-11923,-212,,,0.6291281957244349,0.5294536206736923
100984,0,F,N,Y,0,226500.0,399900.0,16393.1,Secondary / secondary special,Single / not married,Working,-23995,-5196,,,0.6792521090264084,0.5490435778662806
100985,0,F,N,Y,0,300200.0,1255300.0,108703.2,Higher education,Married,Working,-14735,-836,,,0.919847390246186,0.7493145394873826
100986,1,M,N,Y,0,43800.0,106300.0,4598.0,Incomplete higher,Separated,Pensioner,-18777,365243,,0.5172928518222417,0.48291541611351624,0.3940692406609766
100987,0,F,Y,Y,0,81100.0,479900.0,29484.9,Secondary / secondary special,Separated,Working,-8420,-729,5.4,,0.2616759038455066,0.6777249585498867
100988,0,F,N,Y,0,158800.0,782600.0,57221.0,Higher education,Married,Working,-15541,-377,,,0.3356478398648713,
100989,0,F,Y,N,1,166800.0,475900.0,32451.8,Secondary / secondary special,Married,Unemployed,-14675,365243,17.7,0.5867239563523049,0.5699909463186192,0.7289582729529944
100990,0,M,N,Y,1,73400.0,323400.0,23147.6,Incomplete higher,Married,Pensioner,-20900,365243,,,0.6611606779326945,0.561442297846986
100991,1,F,Y,N,0,103600.0,603900.0,22186.8,Secondary / secondary special,Separated,Commercial associate,-8641,-1014,2.4,,0.7458317612055709,0.3924720257990268
100992,0,M,N,Y,0,319600.0,712000.0,44754.4,Higher education,Married,State servant,-14724,-441,,0.5172072116009765,0.7708984278206841,0.7912297211407384
100993,0,M,N,N,1,125600.0,387800.0,14769.8,Secondary / secondary special,Single / not married,Working,-22715,-3051,,,0.5122001465843162,0.6044531210025662
100994,0,F,Y,Y,0,161900.0,629800.0,39853.6,Secondary / secondary special,Married,Commercial associate,-19390,-2116,9.4,,0.6961646341362204,
100995,1,M,N,Y,2,329700.0,904800.0,89806.6,Higher education,Married,Pensioner,-21300,365243,,,0.25614661704454517,0.7226361283525481
100996,0,F,Y,N,1,153600.0,332900.0,32840.9,Higher education,Married,Commercial associate,-21051,-15,13.0,0.3591459683762817,0.8307951851865055,0.5300320536537816
100997,0,F,N,Y,0,209900.0,515300.0,29692.3,Higher education,Civil marriage,Working,-19275,-1269,,0.4690750594198407,0.7939343863106514,0.7060615437308596
100998,0,F,N,Y,0,190400.0,601500.0,22208.7,Higher education,Single / not married,Pensioner,-14530,365243,,,0.7358858282063716,0.7610645790675927
100999,0,M,N,N,1,126600.0,670800.0,30722.2,Higher education,Married,Working,-14672,-1860,,0.7472524191886789,0.8411646990316788,0.8604997734685267
101000,0,F,N,Y,1,123400.0,791500.0,33552.2,Secondary / secondary special,Married,Working,-8567,-562,,0.7006048754339046,0.6906897029664342,
101001,0,F,N,Y,0,250600.0,645800.0,35302.1,Higher education,Married,Commercial associate,-11088,-156,,0.24543700122477446,0.639829165663274,0.7197842542061754
101002,0,F,Y,Y,0,146700.0,816600.0,52662.5,Secondary / secondary special,Married,Working,-17454,-3084,2.3,,0.43649199722007404,0.8426746255268107
101003,0,F,N,Y,2,93500.0,348600.0,15250.2,Secondary / secondary special,Civil marriage,Working,-23362,-716,,,0.7750709891169494,
101004,0,F,N,N,1,239700.0,500300.0,23173.8,Secondary / secondary special,Married,Working,-18403,-1085,,,0.6243042903565996,0.7699149974694697
101005,0,F,N,Y,1,40800.0,183200.0,17126.9,Secondary / secondary special,Separated,Working,-14455,-1518,,,0.7687912962945752,
101006,0,F,Y,Y,0,299600.0,1035400.0,49159.8,Secondary / secondary special,Married,Working,-22255,-1034,9.7,,,0.22736511983521399
101007,0,M,N,Y,0,135400.0,411100.0,18178.4,Higher education,Civil marriage,Commercial associate,-15538,-1739,,,0.5086644995350958,0.454310601745625
101008,0,F,Y,N,0,147800.0,496200.0,28569.1,Secondary / secondary special,Separated,Commercial associate,-12226,-3481,12.8,,0.6387748387600811,
101009,0,M,N,N,0,152900.0,620500.0,36848.8,Higher education,Married,Commercial associate,-9074,-489,,,0.5416528985906871,0.7329967785181144
101010,0,F,N,Y,0,268000.0,1070500.0,41575.3,Secondary / secondary special,Widow,Working,-22196,-2128,,0.5874307046576013,0.683216043382291,0.6635746886835697
101011,0,M,N,N,0,159300.0,554500.0,31835.7,Incomplete higher,Married,Working,-18469,-4042,,0.6424741198968488,0.7132338668830105,
101012,0,F,Y,Y,2,145800.0,297400.0,18907.8,Secondary / secondary special,Single / not married,State servant,-17853,-629,4.8,0.6518507155758261,0.4812652322806501,0.5270129151347407
101013,1,F,Y,N,1,95900.0,391800.0,15248.6,Secondary / secondary special,Married,Working,-20305,-4612,15.6,0.7749554412631718,0.4573570068588937,0.7787187383434653
101014,0,M,N,Y,0,106800.0,640000.0,21551.1,Higher education,Married,Working,-18277,-777,,,0.8914344802080646,0.607541385291957
101015,0,F,Y,Y,1,196600.0,684000.0,49942.6,Secondary / secondary special,Married,Unemployed,-13815,365243,2.3,,0.6134492920450652,0.6333444896061274
101016,0,F,N,Y,1,162800.0,685200.0,39001.4,Secondary / secondary special,Civil marriage,Working,-18497,-842,,0.5395026859730464,0.797024059730466,0.49025870106459385
101017,0,M,N,N,0,314600.0,1469800.0,146212.9,Secondary / secondary special,Separated,Working,-10125,-639,,0.8948346613723358,0.40189370287924925,0.6283391055623894
101018,0,M,N,N,0,102100.0,371900.0,18864.1,Secondary / secondary special,Married,Working,-12862,-1640,,,0.47986916039384697,0.6871520717961456
101019,0,F,Y,Y,1,87600.0,479600.0,30632.3,Secondary / secondary special,Civil marriage,Commercial associate,-17090,-106,9.4,,0.514420936096033,0.5950342709335926
101020,0,F,Y,Y,0,168500.0,281200.0,10606.3,Secondary / secondary special,Civil marriage,Working,-8882,-324,15.8,0.2991297359236897,0.7689745790530719,0.6286234365060727
101021,0,M,N,Y,0,141700.0,295800.0,10446.6,Secondary / secondary special,Single / not married,Commercial associate,-22077,-998,,,0.726521775824229,0.5238530099962921
101022,0,M,N,Y,0,85900.0,140500.0,11401.1,Higher education,Married,Pensioner,-8452,365243,,0.4476882203662048,0.5475548145984507,0.6088410246162366
101023,0,M,Y,Y,0,116600.0,722000.0,26470.1,Secondary / secondary special,Married,Commercial associate,-14198,-384,11.7,,0.25150979879546953,0.5878054911844559
101024,0,F,Y,Y,1,202200.0,401400.0,28070.5,Secondary / secondary special,Married,Working,-15636,-3876,5.8,0.44202049530826437,0.7871971525529946,0.30031485792912505
101025,0,M,N,Y,0,81300.0,451300.0,27928.3,Higher education,Single / not married,Working,-19604,-944,,,0.8792206007345967,0.6239924368679218
101026,0,F,N,Y,0,88300.0,174500.0,6296.3,Higher education,Married,Pensioner,-10385,365243,,,0.583343711562154,0.6917729345589382
101027,1,M,Y,N,0,106100.0,391600.0,22629.4,Secondary / secondary special,Civil marriage,Pensioner,-22070,365243,12.7,,0.22717282320538104,0.2721764364872006
101028,0,F,Y,Y,1,107100.0,451800.0,43705.8,Higher education,Separated,Working,-15140,-961,6.6,0.4984752355930664,0.3892192030537771,0.7133214364134172
101029,0,M,N,Y,0,210400.0,1145100.0,103759.3,Incomplete higher,Married,Working,-12073,-1283,,0.6315216078479957,0.646471314906922,0.4712049683972533
101030,0,F,Y,Y,0,114700.0,261600.0,15614.7,Higher education,Civil marriage,Commercial associate,-9394,-290,8.3,0.5043894756911375,0.4002701021630203,0.3097438192106245
101031,0,F,Y,Y,0,306900.0,1457700.0,52646.6,Secondary / secondary special,Married,Pensioner,-23892,365243,15.5,,0.8072736844188236,0.8384656376413225
101032,0,M,N,Y,2,92100.0,538100.0,45704.4,Secondary / secondary special,Married,Pensioner,-14742,365243,,,0.8051537166925352,0.2833230741087761
101033,0,F,N,N,0,173500.0,1083200.0,77863.7,Secondary / secondary special,Married,Commercial associate,-14355,-467,,0.5989030125884084,0.41142043064871264,
101034,1,M,Y,Y,0,144600.0,927900.0,31618.5,Secondary / secondary special,Separated,Working,-10830,-129,16.4,0.15834685579210822,0.7457182045256515,0.7123435610365135
101035,0,F,N,Y,1,147500.0,905100.0,49650.5,Secondary / secondary special,Civil marriage,Pensioner,-16547,365243,,0.5132159499779826,0.6916883855946301,0.7227151002400696
101036,0,F,Y,N,1,48600.0,157400.0,5733.5,Secondary / secondary special,Single / not married,Pensioner,-13278,365243,15.9,,0.7790197800768109,0.705601515587519
101037,0,F,Y,Y,1,89900.0,223300.0,12638.9,Secondary / secondary special,Married,Working,-10579,-2111,16.0,,0.5936969639595805,0.749060844855414
101038,1,F,N,Y,0,136600.0,493200.0,24216.7,Higher education,Married,Working,-20869,-1045,,0.5747471422876913,0.5484364482531368,0.3914542378721716
101039,0,F,N,N,1,60700.0,155800.0,5383.8,Secondary / secondary special,Civil marriage,Working,-23418,-548,,,0.4316647760148793,0.4742730879293238
101040,0,F,N,Y,1,39500.0,242500.0,8325.4,Higher education,Separated,Working,-13846,-888,,,0.7527408206221824,0.9529027000951718
101041,1,F,N,Y,2,84500.0,321000.0,24115.9,Higher education,Widow,Pensioner,-12693,365243,,,0.30190516405770756,0.766022720620933
101042,0,M,Y,N,0,171400.0,522600.0,22205.1,Secondary / secondary special,Single / not married,Working,-14216,-446,10.6,,0.6846194848498139,0.7230491336434784
101043,0,M,N,N,0,182500.0,1113300.0,60229.4,Secondary / secondary special,Single / not married,Pensioner,-23884,365243,,0.5435681965788732,0.4919569355480572,0.7072110122365368
101044,0,M,N,Y,1,84900.0,254200.0,19561.0,Higher education,Married,Working,-17902,-4203,,0.7493419029235565,0.7595462548261597,
101045,0,F,Y,Y,0,134500.0,535800.0,50953.5,Secondary / secondary special,Single / not married,Working,-10579,-83,0.1,,0.7982364885083454,0.7399079864581696
101046,0,F,N,N,3,178200.0,675900.0,33533.6,Secondary / secondary special,Married,Commercial associate,-18758,-63,,,0.6430225628921225,
101047,0,F,Y,Y,2,267300.0,1521600.0,128138.0,Secondary / secondary special,Civil marriage,Working,-14705,-5073,9.0,0.5801299301168104,0.6210907526401703,0.7801109887517399
101048,0,M,N,Y,1,262700.0,1030800.0,35832.2,Secondary / secondary special,Married,Commercial associate,-7975,-1400,,,0.67765127454879,0.5759957551425505
101049,0,M,N,Y,2,221900.0,723500.0,48237.1,Secondary / secondary special,Separated,Working,-24675,-3728,,0.46125636226115224,0.6888180345336564,
101050,0,F,Y,N,0,115500.0,245100.0,13039.7,Higher education,Married,Commercial associate,-9684,-2693,17.4,,0.8619928178483546,0.8129230199855413
101051,0,M,N,Y,0,144000.0,604400.0,24641.7,Secondary / secondary special,Married,State servant,-14919,-808,,0.7317285797432836,0.7353509734074539,0.6336931060449051
101052,1,F,Y,Y,0,152100.0,734400.0,36440.5,Incomplete higher,Married,Working,-19199,-3010,1.6,0.5990376425854121,0.4675854328727068,0.8382866300393687
101053,0,F,N,Y,1,133600.0,373100.0,21262.7,Secondary / secondary special,Single / not married,Working,-17944,-285,,,0.63156794384471,
101054,0,F,Y,Y,0,79300.0,382300.0,16921.9,Higher education,Single / not married,Pensioner,-7744,365243,3.6,,0.6348665942059432,0.7885641357455505
101055,0,F,Y,N,0,281700.0,1073300.0,76918.5,Higher education,Single / not married,Working,-18327,-221,13.1,0.6593959056148698,0.475153201476309,0.3400530602232766
101056,0,M,N,Y,1,178900.0,307400.0,15513.5,Secondary / secondary special,Married,Working,-20420,-2194,,,0.6617598054009397,0.49939237462771574
101057,0,M,N,Y,0,217800.0,374600.0,12801.1,Higher education,Married,Pensioner,-22560,365243,,,0.7906718686770643,
101058,0,F,Y,N,0,198200.0,356100.0,13858.7,Higher education,Civil marriage,Working,-10895,-4320,17.0,,0.5965511627996342,0.605157834386419
101059,0,F,N,Y,0,121200.0,433500.0,25967.4,Secondary / secondary special,Widow,Commercial associate,-8314,-1740,,,0.3566815869965217,0.789939550025262
101060,0,M,Y,Y,0,75000.0,420000.0,14865.8,Higher education,Single / not married,Working,-24227,-1939,15.5,,0.45037914652131916,0.6684623647555987
101061,0,M,N,Y,1,206500.0,642500.0,23365.8,Secondary / secondary special,Married,Commercial associate,-19599,-979,,,0.6635515673896685,0.6868743913069548
101062,0,F,N,N,0,200600.0,931700.0,60385.0,Secondary / secondary special,Single / not married,Commercial associate,-15646,-1071,,,0.562302592120661,0.655653714984441
101063,0,F,Y,N,2,167800.0,960500.0,33485.6,Secondary / secondary special,Married,Working,-20381,-1931,7.2,,0.8709078054153988,0.6690699588912915
101064,0,F,N,N,1,387900.0,1667700.0,84624.6,Secondary / secondary special,Widow,Commercial associate,-10424,-73,,,0.8294080856900224,0.5447846264335757
101065,1,F,N,Y,1,114100.0,698000.0,24357.5,Secondary / secondary special,Married,Working,-24472,-578,,0.5801782567796763,0.5276239525344955,0.27671338025789677
101066,0,M,N,Y,0,127800.0,387400.0,18453.4,Secondary / secondary special,Married,Working,-19140,-3733,,,0.71170987384098,0.4720485914947179
101067,0,F,N,Y,0,161600.0,653600.0,54764.3,Incomplete higher,Married,Pensioner,-23044,365243,,,0.6039475841087607,0.47998552071849826
101068,0,M,N,N,1,117700.0,497300.0,38902.0,Secondary / secondary special,Single / not married,Pensioner,-17430,365243,,,0.5707609051035734,0.5060702957866765
101069,0,F,N,Y,0,132500.0,314800.0,15773.8,Higher education,Single / not married,Pensioner,-21709,365243,,,0.6242686868666493,0.7193826640874512
101070,0,F,N,Y,0,234400.0,937000.0,89266.3,Secondary / secondary special,Single / not married,Commercial associate,-13415,-1022,,,0.7235318398113068,0.9128479992773055
101071,0,M,N,N,0,110000.0,523900.0,20651.9,Secondary / secondary special,Married,Working,-10003,-3428,,,0.8071460316687281,0.5848840615006599
101072,0,F,N,Y,0,113500.0,226800.0,14040.3,Higher education,Civil marriage,Commercial associate,-13873,-493,,0.7076147312896717,0.5939749797729602,0.8190156427176308
101073,0,F,N,Y,1,191000.0,899300.0,84630.8,Secondary / secondary special,Married,Commercial associate,-23395,-2458,,,0.46300778145466154,0.7100373562259412
101074,0,M,N,Y,0,81300.0,335500.0,14604.1,Secondary / secondary special,Married,Working,-19909,-4401,,,0.49463689575035974,
101075,0,M,N,Y,0,141900.0,476200.0,21534.6,Lower secondary,Single / not married,Working,-15669,-548,,,0.7529645162324228,0.5962803859192537
101076,0,F,N,N,2,138600.0,472200.0,37680.9,Secondary / secondary special,Married,Working,-11793,-688,,0.5031440991098705,0.4519528368880343,
101077,0,F,N,Y,1,195200.0,1128100.0,82794.6,Secondary / secondary special,Married,Working,-18155,-1688,,0.5781708223429355,0.663040798280352,0.7977472547165734
101078,0,F,N,N,1,211400.0,1335300.0,53694.4,Secondary / secondary special,Married,Commercial associate,-18065,-1037,,,0.5846378369186059,0.7435482569590743
101079,0,F,N,Y,0,137000.0,447800.0,34388.0,Secondary / secondary special,Single / not married,Working,-16978,-1866,,,0.7381627173815091,0.40328533638043706
101080,0,F,N,Y,0,141700.0,537500.0,53065.7,Higher education,Married,Commercial associate,-20605,-1247,,,0.7430112766299211,0.8792421961079473
101081,0,F,N,N,0,145000.0,567100.0,18906.9,Secondary / secondary special,Married,State servant,-11927,-1043,,,0.6158707523823278,0.6589194016913469
101082,0,M,N,N,0,128200.0,611200.0,38675.0,Secondary / secondary special,Married,Pensioner,-16628,365243,,,0.827450911536661,0.5936739537339663
101083,0,M,N,Y,1,263400.0,712300.0,25602.9,Secondary / secondary special,Single / not married,Pensioner,-13077,365243,,0.4095085671079964,0.7197221318586285,0.6091665544227618
101084,0,M,Y,Y,1,184600.0,606000.0,33148.2,Secondary / secondary special,Married,Pensioner,-11274,365243,12.7,0.8638542569815233,0.6565473569473781,0.6059193136282086
101085,0,M,N,N,0,260400.0,572300.0,19562.1,Secondary / secondary special,Married,Working,-13504,-196,,,0.7426073966925316,0.8379065738051825
101086,0,M,Y,N,0,99300.0,153000.0,8226.8,Higher education,Married,Commercial associate,-21747,-734,10.6,0.5320561606956085,0.8770887065474701,0.8304027283642498
101087,0,M,Y,Y,0,258600.0,629900.0,25210.1,Higher education,Married,Commercial associate,-9666,-2420,11.3,,0.7003519868968492,0.402487124778078
101088,0,M,N,Y,1,155400.0,268100.0,9146.1,Secondary / secondary special,Married,State servant,-12499,-277,,0.46690280110016497,0.5586604956898641,0.48688834519576213
101089,0,F,N,Y,0,200400.0,543400.0,34730.3,Incomplete higher,Single / not married,Commercial associate,-17015,-2738,,,0.5210542176041278,0.6580484358881958
101090,0,F,N,Y,1,62400.0,206000.0,19445.0,Higher education,Married,Working,-14700,-249,,,0.5849861718929666,0.7399573721271209
101091,0,F,Y,Y,0,306200.0,557300.0,29373.6,Secondary / secondary special,Married,Pensioner,-22181,365243,18.4,,0.6149853035552288,0.6684499692319374
101092,0,F,N,Y,1,179600.0,1131700.0,44862.8,Secondary / secondary special,Married,Commercial associate,-21331,-64,,,0.5499026423029357,0.4084089931364876
101093,0,F,N,Y,0,340700.0,740800.0,34811.9,Secondary / secondary special,Married,Working,-19555,-1315,,0.18034598899890897,0.2765745331720651,0.8290991504429965
101094,0,F,N,Y,0,242900.0,1404300.0,52585.5,Secondary / secondary special,Single / not married,Commercial associate,-12623,-2295,,0.6442066447132113,0.7650945209940275,0.4239897364777188
101095,0,F,N,Y,0,58600.0,297200.0,19381.6,Secondary / secondary special,Single / not married,Commercial associate,-8042,-1467,,,0.6008491409314872,0.5075551414051234
101096,0,F,N,Y,0,292100.0,1561400.0,137463.0,Secondary / secondary special,Single / not married,Commercial associate,-13173,-488,,0.8670477784772448,0.438508108160709,0.7784299648591911
101097,0,F,Y,Y,1,160200.0,418200.0,29004.7,Incomplete higher,Married,State servant,-18206,-1693,16.7,0.5803300593336482,0.6577451027640918,0.7795396292531555
101098,0,M,Y,Y,1,196600.0,1218000.0,83568.5,Secondary / secondary special,Married,Commercial associate,-9448,-2874,19.1,,0.7998912060665955,0.4507522431671425
101099,0,M,Y,N,0,187900.0,498100.0,29817.0,Secondary / secondary special,Married,Pensioner,-22109,365243,19.4,,0.68476446001658,0.5701298203123313
101100,0,F,N,Y,0,140900.0,226800.0,13969.2,Incomplete higher,Married,Working,-24967,-1255,,,0.5892157280898735,0.6033793952367865
101101,0,F,Y,Y,0,122800.0,278900.0,18992.9,Secondary / secondary special,Civil marriage,Working,-20601,-2835,10.9,,0.5879631605372391,0.6481278149983613
101102,0,F,Y,Y,0,202300.0,657800.0,52892.3,Secondary / secondary special,Married,Working,-14939,-3831,8.1,,0.6174023908339477,0.7917848829606301
101103,0,M,Y,Y,2,101300.0,192700.0,9429.1,Secondary / secondary special,Married,Commercial associate,-21647,-2183,8.8,,0.5997161650743715,0.6377716287183319
101104,0,M,Y,Y,0,149200.0,829300.0,34229.0,Secondary / secondary special,Single / not married,Pensioner,-12449,365243,6.4,0.4877096854437167,0.7332178844373656,0.3443580607123126
101105,0,F,N,Y,1,276700.0,1190600.0,42270.0,Secondary / secondary special,Married,Commercial associate,-24397,0,,0.3769290523722566,0.6214137368228358,0.7953641745056985
101106,1,M,Y,Y,1,85100.0,521900.0,33637.6,Secondary / secondary special,Separated,Working,-14097,-1332,4.0,,0.5071696160163325,0.561296297110065
101107,0,F,N,N,0,134700.0,597700.0,25751.0,Higher education,Married,Working,-19765,-168,,0.5726827067429825,0.7033506891886799,0.5826331530854524
101108,0,F,Y,Y,0,249100.0,452800.0,22032.8,Secondary / secondary special,Civil marriage,Unemployed,-8001,365243,9.7,0.6771727482538711,0.7138786724058835,0.28854989889668015
101109,0,M,Y,Y,1,101900.0,426100.0,15395.1,Higher education,Single / not married,Working,-18728,-434,3.7,,0.5491052388758488,0.8701356885558936
101110,0,F,Y,Y,2,62400.0,118100.0,4941.2,Higher education,Single / not married,Working,-12860,-1605,10.0,,0.690026457154891,0.610037998208563
101111,1,F,N,Y,0,60400.0,374100.0,27388.4,Secondary / secondary special,Married,Commercial associate,-9460,-2886,,,0.5098568602040766,0.6570361509207177
101112,0,F,Y,Y,0,119200.0,570100.0,37196.8,Secondary / secondary special,Married,Commercial associate,-15271,-366,13.6,,0.6985984521016567,0.6470042456262319
101113,0,F,N,N,1,314200.0,1017900.0,45260.8,Secondary / secondary special,Married,Working,-9526,-1880,,,0.47137626825365203,0.46684811263244763
101114,0,M,Y,Y,0,104500.0,475000.0,18982.0,Secondary / secondary special,Single / not married,Working,-10914,-243,11.7,0.48812963398701636,0.5559092147720744,
101115,0,M,N,Y,0,129400.0,680600.0,58804.2,Secondary / secondary special,Married,Commercial associate,-23363,-5,,,0.30288402556911936,0.834284526778259
101116,0,F,Y,Y,2,150800.0,934800.0,40772.0,Secondary / secondary special,Married,Working,-8782,-310,3.2,,0.7711674245377418,0.5074523525033612
101117,0,F,N,Y,1,242300.0,1122500.0,83716.3,Secondary / secondary special,Married,Working,-18627,-177,,0.5262001117063774,0.7916884324484539,
101118,0,M,N,N,1,216600.0,1055800.0,36585.1,Secondary / secondary special,Civil marriage,Working,-8727,-1210,,0.857442121362316,0.7304863057287925,
101119,0,F,Y,Y,0,137400.0,481700.0,16454.2,Secondary / secondary special,Married,Working,-20259,-355,13.6,,0.47528532045402117,0.7811689296872517
101120,0,M,Y,Y,1,192900.0,506200.0,18621.2,Secondary / secondary special,Married,Working,-24814,-1525,13.5,,0.41216795406235446,
101121,0,M,N,Y,0,237400.0,774200.0,28452.1,Higher education,Single / not married,Pensioner,-15200,-107,,0.5945168388626322,0.7352328187355004,0.4893927718080892
101122,1,F,Y,N,1,70200.0,337600.0,11552.6,Secondary / secondary special,Separated,Working,-24643,-2441,5.9,0.5377625210391191,0.6271499680298451,0.47061393221338593
101123,0,M,Y,Y,0,124300.0,728400.0,46331.9,Higher education,Civil marriage,Working,-18916,-3276,14.4,0.9352922956383726,0.49599458336122215,0.7499202401654682
101124,0,F,N,N,0,85800.0,414200.0,20252.0,Secondary / secondary special,Married,Working,-18109,-994,,,0.7692707349652214,0.8074407161274072
101125,0,F,Y,N,0,106200.0,667200.0,52626.3,Secondary / secondary special,Married,Working,-10671,-4096,9.8,0.720421520249058,0.32786400197841886,
101126,0,F,N,N,0,197300.0,959000.0,50147.4,Higher education,Married,Commercial associate,-24367,-1215,,,0.5925259182943972,0.6413779164702076
101127,0,F,N,Y,0,85800.0,398600.0,32960.9,Higher education,Married,Working,-22774,-1557,,0.42557256495227525,0.6571971992781664,0.42838508997318936
101128,0,M,N,Y,0,416300.0,650500.0,27293.8,Higher education,Married,State servant,-9980,-155,,,0.5911361096214911,0.37915712941741075
101129,1,M,Y,Y,1,198100.0,901300.0,78283.3,Higher education,Married,Commercial associate,-8172,-1597,11.1,,0.6845513125522151,
101130,0,M,N,N,0,113200.0,210900.0,7756.1,Secondary / secondary special,Married,Working,-13965,-1610,,0.7535980168530122,0.6599637906945719,0.6304892587841279
101131,0,M,N,Y,0,138800.0,570600.0,21108.8,Higher education,Married,Pensioner,-10465,365243,,,0.6025926145957258,0.7299607696687168
101132,0,F,Y,Y,0,82500.0,365600.0,12472.5,Higher education,Single / not married,Working,-13563,-2162,9.4,,0.5775405620485817,0.732471203361866
101133,0,F,N,Y,0,75800.0,358600.0,34007.9,Higher education,Married,Working,-24474,0,,,0.3980881684393883,0.6139276110791754
101134,0,M,N,N,0,123800.0,725000.0,27491.0,Higher education,Widow,Working,-22781,-112,,0.37088482833282604,0.683572860048474,0.6515382939872216
101135,0,M,N,N,0,265400.0,1025700.0,64684.7,Higher education,Civil marriage,Commercial associate,-15386,-401,,,0.8117999692415829,0.674012276124066
101136,0,F,Y,Y,0,78200.0,305300.0,21936.3,Secondary / secondary special,Married,Commercial associate,-12506,-948,9.7,0.5795582570186761,0.17010887897842225,
101137,0,F,Y,Y,0,256500.0,1088500.0,43520.7,Secondary / secondary special,Married,Commercial associate,-17800,-1531,6.8,,0.11368356031695981,0.5144184821849354
101138,0,F,N,N,0,135500.0,429900.0,34665.7,Secondary / secondary special,Widow,Pensioner,-24106,365243,,0.3054959076853795,0.6038731132379332,
101139,0,F,N,N,1,164000.0,468700.0,17033.8,Secondary / secondary special,Separated,State servant,-21531,-47,,,0.8024007756512821,0.532159619674431
101140,0,M,N,N,1,152200.0,309700.0,11259.1,Secondary / secondary special,Married,Working,-22883,-68,,,0.7590055785869696,0.4276219528397693
101141,0,F,Y,Y,0,208700.0,1189300.0,56313.6,Higher education,Married,Pensioner,-21014,365243,2.2,,0.6343869486512856,0.4915399742110694
101142,1,M,N,Y,0,241300.0,412300.0,22341.3,Secondary / secondary special,Widow,Working,-16500,-314,,0.5075818382250666,0.7571947875448508,0.36660961880093274
101143,0,M,Y,N,0,133700.0,856500.0,30820.9,Secondary / secondary special,Single / not married,State servant,-10151,-3227,9.3,,0.6804703978147737,0.7543106040646262
101144,0,M,Y,Y,0,185200.0,545500.0,22497.2,Secondary / secondary special,Single / not married,Working,-22022,-4862,0.6,,0.7784125884946426,0.7353814845143929
101145,1,F,N,Y,0,264400.0,1324700.0,124458.2,Secondary / secondary special,Married,Working,-19083,-879,,0.7876304625800059,0.5173963797890861,0.446426002526955
101146,1,F,Y,Y,0,212400.0,1095200.0,60042.6,Secondary / secondary special,Civil marriage,Working,-21216,-680,2.7,0.29791425001726607,0.6642062865142789,
101147,0,M,Y,Y,1,122300.0,426400.0,22930.2,Secondary / secondary special,Married,Working,-20538,-1211,17.4,0.7307274245891348,0.7580720301264238,
101148,0,M,Y,N,0,134900.0,479200.0,17667.8,Secondary / secondary special,Married,Pensioner,-11985,365243,7.6,0.7772895054758463,0.44747209887146355,0.5568651250707706
101149,0,F,N,Y,0,94500.0,424200.0,15339.0,Secondary / secondary special,Single / not married,Working,-12678,-670,,0.7179798682164572,0.4797237883039788,0.18732996169093133
101150,0,M,Y,Y,0,333700.0,616300.0,29528.6,Secondary / secondary special,Married,Working,-22684,-1064,7.3,0.6343838842048481,0.8195745774208254,0.5079756881637907
101151,0,F,N,Y,0,169000.0,272000.0,22212.6,Secondary / secondary special,Married,Pensioner,-14810,365243,,,0.6566476282742656,0.5560287174055963
101152,1,M,N,N,0,78300.0,400300.0,18046.5,Secondary / secondary special,Single / not married,Commercial associate,-10786,-547,,0.672473373782637,0.6330789126554488,0.6492821827869071
101153,0,F,N,N,0,100900.0,413400.0,21521.6,Secondary / secondary special,Married,Commercial associate,-18938,-1285,,0.7517917114137272,0.5346938316183312,0.6058783288351546
101154,0,F,N,Y,0,137400.0,891900.0,48319.3,Higher education,Widow,Unemployed,-12900,365243,,,0.8096145341791511,0.22886427678358134
101155,0,F,N,N,1,269400.0,806600.0,27170.6,Incomplete higher,Married,Working,-18937,365243,,0.7435532441796061,0.7900318889145671,0.5071715635581266
101156,0,F,N,Y,0,135100.0,454600.0,15195.6,Secondary / secondary special,Married,Working,-18015,-524,,,0.7224724673837747,
101157,0,F,N,N,0,193300.0,903500.0,49664.8,Secondary / secondary special,Married,Working,-19296,-37,,0.8071054426426604,0.47590703639211385,
